1732981678,EE,10,node28
1732981678,EE,10,node27
1732981679,O,10,head
1732981681,Q,126,head
1732981682,EE,74,node20
1732981683,EE,74,node22
1732981683,EE,74,node21
1732981684,O,74,head
1732981684,EE,98,node24
1732981685,O,98,head
1732981686,Q,127,head
1732981689,EE,38,node16
1732981690,EE,38,node17
1732981690,EE,38,node19
1732981691,O,38,head
1732981691,Q,128,head
1732981696,Q,129,head
1732981701,Q,130,head
1732981706,Q,131,head
1732981708,EE,23,node10
1732981709,EE,53,node11
1732981709,O,23,head
1732981710,O,53,head
1732981710,R,17,head
1732981710,EB,17,node10
1732981711,EB,17,node17
1732981711,EB,17,node11
1732981711,EB,17,node26
1732981711,EB,17,node18
1732981711,EB,17,node19
1732981711,EB,17,node28
1732981711,EB,17,node16
1732981711,EB,17,node29
1732981711,EB,17,node24
1732981711,EB,17,node27
1732981711,EB,17,node20
1732981711,EB,17,node21
1732981711,EB,17,node22
1732981711,Q,132,head
1732981716,Q,133,head
1732981721,Q,134,head
1732981726,Q,135,head
1732981731,Q,136,head
1732981736,Q,137,head
1732981741,Q,138,head
1732981744,EE,14,node14
1732981744,EE,14,node15
1732981745,O,14,head
1732981746,Q,139,head
1732981751,Q,140,head
1732981756,Q,141,head
1732981761,Q,142,head
1732981761,EE,17,node10
1732981761,EE,17,node20
1732981761,EE,17,node24
1732981761,EE,17,node21
1732981761,EE,17,node17
1732981761,EE,17,node29
1732981761,EE,17,node28
1732981761,EE,17,node18
1732981761,EE,17,node23
1732981761,EE,17,node27
1732981761,EE,17,node22
1732981761,EE,17,node11
1732981761,EE,17,node16
1732981761,EE,17,node25
1732981761,EE,17,node26
1732981762,O,17,head
1732981762,R,18,head
1732981762,R,104,head
1732981762,R,136,head
1732981763,EB,104,node28
1732981763,EB,18,node10
1732981763,EB,136,node29
1732981763,EB,18,node15
1732981763,EB,18,node16
1732981763,EB,18,node18
1732981763,EB,18,node26
1732981763,EB,18,node21
1732981763,EB,18,node11
1732981763,EB,18,node22
1732981763,EB,18,node23
1732981763,EB,18,node17
1732981763,EB,18,node14
1732981763,EB,18,node19
1732981763,EB,18,node27
1732981766,Q,143,head
1732981771,Q,144,head
1732981776,Q,145,head
1732981781,Q,146,head
1732981786,Q,147,head
1732981791,Q,148,head
1732981796,Q,149,head
1732981798,EE,4,node12
1732981799,O,4,head
1732981801,Q,150,head
1732981806,Q,151,head
1732981811,Q,152,head
1732981816,Q,153,head
1732981821,EE,136,node29
1732981821,Q,154,head
1732981822,O,136,head
1732981822,R,134,head
1732981822,EB,134,node12
1732981822,EB,134,node29
1732981826,Q,155,head
1732981831,Q,156,head
1732981836,Q,157,head
1732981841,Q,158,head
1732981846,Q,159,head
1732981851,Q,160,head
1732981856,Q,161,head
1732981862,Q,162,head
1732981866,EE,5,node13
1732981867,Q,163,head
1732981867,O,5,head
1732981872,Q,164,head
1732981877,Q,165,head
1732981879,EE,134,node12
1732981879,EE,134,node29
1732981880,O,134,head
1732981880,R,146,head
1732981880,EB,146,node12
1732981880,EB,146,node13
1732981882,Q,166,head
1732981887,Q,167,head
1732981892,Q,168,head
1732981897,Q,169,head
1732981902,Q,170,head
1732981907,Q,171,head
1732981912,Q,172,head
1732981917,Q,173,head
1732981922,Q,174,head
1732981922,EE,104,node28
1732981923,O,104,head
1732981927,Q,175,head
1732981932,Q,176,head
1732981932,EE,146,node12
1732981932,EE,146,node13
1732981933,O,146,head
1732981933,R,19,head
1732981933,EB,19,node12
1732981934,EB,19,node28
1732981934,EB,19,node29
1732981934,EB,19,node13
1732981937,Q,177,head
1732981942,Q,178,head
1732981947,Q,179,head
1732981952,Q,180,head
1732981957,Q,181,head
1732981962,Q,182,head
1732981967,Q,183,head
1732981972,Q,184,head
1732981977,Q,185,head
1732981982,Q,186,head
1732981987,Q,187,head
1732981992,Q,188,head
1732981997,Q,189,head
1732982002,Q,190,head
1732982007,Q,191,head
1732982012,Q,192,head
1732982017,Q,193,head
1732982022,Q,194,head
1732982027,Q,195,head
1732982032,Q,196,head
1732982037,Q,197,head
1732982042,Q,198,head
1732982047,Q,199,head
1732982052,Q,200,head
1732982057,Q,201,head
1732982062,Q,202,head
1732982067,Q,203,head
1732982072,Q,204,head
1732982077,Q,205,head
1732982082,Q,206,head
1732982087,Q,207,head
1732982092,Q,208,head
1732982097,Q,209,head
1732982102,Q,210,head
1732982107,Q,211,head
1732982112,Q,212,head
1732982117,Q,213,head
1732982122,Q,214,head
1732982127,Q,215,head
1732982132,Q,216,head
1732982137,Q,217,head
1732982142,Q,218,head
1732982147,Q,219,head
1732982152,Q,220,head
1732982157,Q,221,head
1732982162,Q,222,head
1732982167,Q,223,head
1732982172,Q,224,head
1732982177,Q,225,head
1732982182,Q,226,head
1732982187,Q,227,head
1732982192,Q,228,head
1732982197,Q,229,head
1732982202,Q,230,head
1732982204,EE,15,node0
1732982204,EE,15,node1
1732982205,O,15,head
1732982207,Q,231,head
1732982212,Q,232,head
1732982217,Q,233,head
1732982222,Q,234,head
1732982227,EE,19,node12
1732982227,EE,19,node13
1732982227,EE,19,node29
1732982227,Q,235,head
1732982228,O,19,head
1732982228,R,20,head
1732982228,R,36,head
1732982228,R,45,head
1732982228,EB,36,node28
1732982228,EB,20,node0
1732982228,EB,45,node29
1732982229,EB,20,node13
1732982229,EB,20,node12
1732982232,Q,236,head
1732982237,Q,237,head
1732982242,Q,238,head
1732982247,Q,239,head
1732982252,Q,240,head
1732982257,Q,241,head
1732982259,EE,11,node2
1732982259,EE,11,node3
1732982259,EE,11,node8
1732982259,EE,11,node7
1732982259,EE,11,node5
1732982259,EE,11,node6
1732982259,EE,11,node4
1732982261,O,11,head
1732982261,R,24,head
1732982261,R,27,head
1732982261,EB,24,node2
1732982261,EB,27,node6
1732982261,EB,24,node5
1732982261,EB,24,node3
1732982261,EB,27,node9
1732982261,EB,27,node7
1732982262,Q,242,head
1732982267,Q,243,head
1732982272,Q,244,head
1732982277,Q,245,head
1732982282,Q,246,head
1732982288,Q,247,head
1732982293,Q,248,head
1732982298,Q,249,head
1732982303,Q,250,head
1732982308,Q,251,head
1732982313,Q,252,head
1732982318,Q,253,head
1732982323,Q,254,head
1732982328,Q,255,head
1732982333,Q,256,head
1732982384,EE,22,node30
1732982384,EE,22,node31
1732982385,O,22,head
1732982386,R,37,head
1732982386,EB,37,node30
1732982386,EB,37,node31
1732982522,EE,18,node10
1732982522,EE,18,node19
1732982522,EE,18,node27
1732982522,EE,18,node25
1732982522,EE,18,node18
1732982522,EE,18,node17
1732982522,EE,18,node22
1732982522,EE,18,node11
1732982524,O,18,head
1732982524,R,25,head
1732982524,R,26,head
1732982524,EB,25,node10
1732982524,EB,26,node20
1732982524,EB,25,node14
1732982524,EB,25,node15
1732982524,EB,25,node18
1732982524,EB,25,node11
1732982524,EB,26,node27
1732982524,EB,26,node24
1732982524,EB,26,node22
1732982524,EB,26,node23
1732982524,EB,26,node21
1732982524,EB,25,node16
1732982524,EB,26,node26
1732982532,EE,27,node6
1732982533,EE,27,node7
1732982533,EE,27,node9
1732982533,EE,27,node8
1732982534,O,27,head
1732982534,R,108,head
1732982534,EB,108,node6
1732982534,EB,108,node8
1732982584,EE,108,node6
1732982584,EE,108,node7
1732982584,EE,108,node9
1732982584,EE,108,node8
1732982585,O,108,head
1732982585,R,119,head
1732982585,EB,119,node6
1732982585,EB,119,node8
1732982585,EB,119,node7
1732982585,EB,119,node9
1732982618,EE,24,node2
1732982619,EE,24,node4
1732982619,EE,24,node3
1732982619,EE,24,node5
1732982620,O,24,head
1732982620,R,148,head
1732982620,R,155,head
1732982620,EB,148,node2
1732982620,EB,155,node4
1732982620,EB,148,node3
1732982620,EB,155,node5
1732982646,EE,119,node6
1732982646,EE,119,node8
1732982646,EE,119,node9
1732982647,O,119,head
1732982660,EE,37,node30
1732982660,EE,37,node31
1732982662,O,37,head
1732982662,R,56,head
1732982662,EB,56,node30
1732982662,EB,56,node31
1732982675,EE,148,node2
1732982676,EE,148,node3
1732982677,O,148,head
1732982678,EE,155,node4
1732982679,EE,155,node5
1732982680,O,155,head
1732982680,R,28,head
1732982680,EB,28,node2
1732982680,EB,28,node5
1732982680,EB,28,node6
1732982680,EB,28,node7
1732982726,EE,45,node29
1732982727,O,45,head
1732982727,R,57,head
1732982727,EB,57,node29
1732982822,EE,26,node20
1732982823,EE,26,node25
1732982823,EE,26,node23
1732982823,EE,26,node24
1732982823,EE,36,node28
1732982824,O,26,head
1732982824,R,29,head
1732982824,EB,29,node20
1732982824,EB,29,node24
1732982824,EB,29,node26
1732982824,EB,29,node25
1732982824,EB,29,node22
1732982824,O,36,head
1732982824,R,59,head
1732982824,EB,59,node28
1732983008,EE,25,node10
1732983009,EE,25,node14
1732983009,EE,25,node17
1732983009,EE,25,node15
1732983009,EE,25,node18
1732983010,O,25,head
1732983010,R,30,head
1732983010,EB,30,node10
1732983010,EB,30,node16
1732983010,EB,30,node14
1732983010,EB,30,node19
1732983010,EB,30,node17
1732983105,EE,57,node29
1732983106,O,57,head
1732983106,R,72,head
1732983106,EB,72,node29
1732983115,EE,20,node0
1732983115,EE,20,node1
1732983115,EE,20,node12
1732983115,EE,20,node13
1732983116,O,20,head
1732983116,R,162,head
1732983117,EB,162,node0
1732983117,EB,162,node13
1732983117,EB,162,node12
1732983144,EE,56,node30
1732983144,EE,56,node31
1732983146,O,56,head
1732983146,R,61,head
1732983146,EB,61,node30
1732983146,EB,61,node31
1732983166,EE,162,node0
1732983166,EE,162,node1
1732983167,O,162,head
1732983167,R,164,head
1732983168,EB,164,node0
1732983168,EB,164,node13
1732983168,EB,164,node1
1732983223,EE,164,node0
1732983223,EE,164,node13
1732983223,EE,164,node1
1732983223,EE,164,node12
1732983225,O,164,head
1732983225,EE,28,node2
1732983225,EE,28,node9
1732983225,EE,28,node3
1732983225,EE,28,node6
1732983225,EE,28,node7
1732983225,EE,28,node8
1732983225,EE,28,node4
1732983225,EE,28,node5
1732983226,O,28,head
1732983231,EE,29,node20
1732983231,EE,29,node26
1732983231,EE,29,node23
1732983231,EE,29,node25
1732983231,EE,29,node22
1732983231,EE,29,node27
1732983232,O,29,head
1732983232,R,31,head
1732983232,R,34,head
1732983232,EB,34,node24
1732983232,EB,31,node0
1732983232,EB,34,node25
1732983232,EB,34,node26
1732983232,EB,34,node27
1732983232,EB,31,node6
1732983232,EB,31,node21
1732983232,EB,31,node20
1732983232,EB,31,node13
1732983232,EB,31,node5
1732983232,EB,31,node1
1732983232,EB,31,node7
1732983232,EB,31,node22
1732983232,EB,31,node3
1732983232,EB,31,node23
1732983232,EB,31,node9
1732983232,EB,31,node12
1732983292,EE,31,node0
1732983292,EE,31,node8
1732983292,EE,31,node21
1732983292,EE,31,node6
1732983292,EE,31,node2
1732983292,EE,31,node7
1732983292,EE,31,node5
1732983292,EE,31,node20
1732983292,EE,31,node13
1732983292,EE,31,node12
1732983292,EE,31,node9
1732983292,EE,31,node4
1732983293,O,31,head
1732983293,R,32,head
1732983293,EB,32,node0
1732983293,EB,32,node9
1732983293,EB,32,node23
1732983293,EB,32,node8
1732983293,EB,32,node1
1732983293,EB,32,node6
1732983293,EB,32,node21
1732983293,EB,32,node2
1732983293,EB,32,node12
1732983293,EB,32,node20
1732983293,EB,32,node4
1732983293,EB,32,node22
1732983293,EB,32,node5
1732983293,EB,32,node7
1732983351,EE,59,node28
1732983352,O,59,head
1732983352,R,83,head
1732983352,EB,83,node28
1732983454,EE,72,node29
1732983456,O,72,head
1732983456,R,84,head
1732983456,EB,84,node29
1732983576,EE,32,node0
1732983576,EE,32,node21
1732983576,EE,32,node3
1732983576,EE,32,node4
1732983576,EE,32,node8
1732983576,EE,32,node20
1732983576,EE,32,node2
1732983576,EE,32,node1
1732983576,EE,32,node12
1732983576,EE,32,node5
1732983576,EE,32,node9
1732983576,EE,32,node22
1732983576,EE,32,node23
1732983576,EE,32,node7
1732983577,O,32,head
1732983577,R,33,head
1732983577,EB,33,node0
1732983577,EB,33,node6
1732983577,EB,33,node13
1732983577,EB,33,node1
1732983577,EB,33,node21
1732983577,EB,33,node3
1732983577,EB,33,node4
1732983577,EB,33,node20
1732983577,EB,33,node22
1732983577,EB,33,node23
1732983577,EB,33,node7
1732983605,EE,34,node24
1732983605,EE,34,node25
1732983605,EE,34,node27
1732983606,O,34,head
1732983606,R,40,head
1732983606,EB,40,node24
1732983606,EB,40,node27
1732983711,EE,84,node29
1732983712,O,84,head
1732983712,R,90,head
1732983712,EB,90,node29
1732983715,EE,61,node30
1732983715,EE,61,node31
1732983717,O,61,head
1732983717,R,69,head
1732983717,EB,69,node30
1732983717,EB,69,node31
1732983733,EE,83,node28
1732983735,O,83,head
1732983735,R,94,head
1732983735,EB,94,node28
1732983755,EE,33,node0
1732983755,EE,33,node9
1732983755,EE,33,node5
1732983755,EE,33,node7
1732983755,EE,33,node12
1732983755,EE,33,node8
1732983755,EE,33,node1
1732983755,EE,33,node4
1732983755,EE,33,node2
1732983755,EE,33,node21
1732983755,EE,33,node22
1732983755,EE,33,node20
1732983755,EE,33,node23
1732983755,EE,33,node3
1732983755,EE,33,node13
1732983755,EE,33,node6
1732983756,O,33,head
1732983756,R,35,head
1732983756,EB,35,node0
1732983756,EB,35,node4
1732983756,EB,35,node9
1732983756,EB,35,node21
1732983756,EB,35,node3
1732983756,EB,35,node8
1732983756,EB,35,node20
1732983756,EB,35,node23
1732983756,EB,35,node6
1732983756,EB,35,node5
1732983756,EB,35,node2
1732983756,EB,35,node12
1732983798,EE,30,node10
1732983799,EE,30,node11
1732983799,EE,30,node18
1732983799,EE,30,node16
1732983799,EE,30,node17
1732983799,EE,30,node19
1732983800,O,30,head
1732983800,R,39,head
1732983800,EB,39,node10
1732983800,EB,39,node18
1732983800,EB,39,node14
1732983800,EB,39,node17
1732984025,EE,94,node28
1732984026,O,94,head
1732984026,R,105,head
1732984026,EB,105,node28
1732984182,EE,39,node10
1732984182,EE,39,node19
1732984182,EE,39,node15
1732984182,EE,39,node17
1732984183,O,39,head
1732984183,R,41,head
1732984183,R,42,head
1732984183,EB,41,node10
1732984183,EB,42,node16
1732984183,EB,41,node14
1732984183,EB,41,node15
1732984183,EB,42,node19
1732984183,EB,42,node17
1732984245,EE,90,node29
1732984246,O,90,head
1732984246,R,111,head
1732984246,EB,111,node29
1732984251,EE,69,node30
1732984251,EE,69,node31
1732984253,O,69,head
1732984253,R,78,head
1732984253,EB,78,node30
1732984253,EB,78,node31
1732984288,EE,105,node28
1732984289,O,105,head
1732984289,R,112,head
1732984289,EB,112,node28
1732984334,EE,40,node24
1732984334,EE,40,node27
1732984334,EE,40,node26
1732984334,EE,40,node25
1732984335,O,40,head
1732984335,R,46,head
1732984335,EB,46,node24
1732984335,EB,46,node27
1732984335,EB,46,node26
1732984345,EE,35,node0
1732984345,EE,35,node8
1732984345,EE,35,node7
1732984345,EE,35,node1
1732984345,EE,35,node9
1732984345,EE,35,node2
1732984345,EE,35,node12
1732984345,EE,35,node21
1732984345,EE,35,node22
1732984345,EE,35,node20
1732984345,EE,35,node13
1732984345,EE,35,node23
1732984345,EE,35,node5
1732984345,EE,35,node6
1732984346,O,35,head
1732984346,R,43,head
1732984346,EB,43,node0
1732984347,EB,43,node2
1732984347,EB,43,node22
1732984347,EB,43,node13
1732984347,EB,43,node3
1732984347,EB,43,node5
1732984347,EB,43,node12
1732984347,EB,43,node21
1732984347,EB,43,node7
1732984347,EB,43,node8
1732984347,EB,43,node4
1732984582,EE,42,node16
1732984582,EE,42,node18
1732984582,EE,42,node17
1732984582,EE,42,node19
1732984583,O,42,head
1732984583,R,77,head
1732984583,EB,77,node16
1732984583,EB,77,node17
1732984740,EE,41,node10
1732984740,EE,41,node15
1732984740,EE,41,node14
1732984740,EE,41,node11
1732984741,O,41,head
1732984752,EE,46,node24
1732984752,EE,46,node27
1732984752,EE,46,node26
1732984752,EE,46,node25
1732984753,O,46,head
1732984753,R,44,head
1732984753,EB,44,node10
1732984753,EB,44,node14
1732984753,EB,44,node11
1732984753,EB,44,node24
1732984753,EB,44,node26
1732984762,EE,77,node16
1732984762,EE,77,node19
1732984762,EE,77,node17
1732984763,O,77,head
1732984763,R,95,head
1732984763,EB,95,node16
1732984763,EB,95,node19
1732984835,EE,112,node28
1732984836,O,112,head
1732984836,R,113,head
1732984836,EB,113,node28
1732984897,EE,43,node0
1732984897,EE,43,node1
1732984897,EE,43,node7
1732984897,EE,43,node20
1732984897,EE,43,node23
1732984897,EE,43,node2
1732984897,EE,43,node5
1732984897,EE,43,node21
1732984897,EE,43,node6
1732984897,EE,43,node4
1732984897,EE,43,node3
1732984897,EE,43,node9
1732984897,EE,43,node13
1732984897,EE,43,node22
1732984898,O,43,head
1732984898,R,47,head
1732984899,EB,47,node0
1732984899,EB,47,node1
1732984899,EB,47,node7
1732984899,EB,47,node21
1732984899,EB,47,node4
1732984899,EB,47,node3
1732984899,EB,47,node2
1732984899,EB,47,node23
1732984899,EB,47,node12
1732984899,EB,47,node5
1732984899,EB,47,node6
1732984899,EB,47,node9
1732984899,EB,47,node20
1732984899,EB,47,node8
1732984933,EE,95,node16
1732984933,EE,95,node17
1732984933,EE,95,node19
1732984933,EE,95,node18
1732984934,O,95,head
1732984934,R,167,head
1732984934,EB,167,node16
1732984934,EB,167,node17
1732984934,EB,167,node19
1732984992,EE,167,node16
1732984992,EE,167,node18
1732984992,EE,167,node17
1732984993,O,167,head
1732984993,R,171,head
1732984993,R,179,head
1732984993,R,183,head
1732984993,EB,171,node16
1732984993,EB,179,node17
1732984993,EB,183,node19
1732984993,EB,179,node18
1732985046,EE,171,node16
1732985047,O,171,head
1732985047,EE,44,node10
1732985047,EE,44,node27
1732985047,EE,44,node25
1732985047,EE,44,node14
1732985047,EE,44,node15
1732985047,EE,44,node24
1732985048,O,44,head
1732985048,R,48,head
1732985048,EB,48,node10
1732985048,EB,48,node24
1732985048,EB,48,node25
1732985048,EB,48,node15
1732985048,EB,48,node16
1732985050,EE,179,node17
1732985050,EE,179,node18
1732985051,EE,183,node19
1732985051,O,179,head
1732985052,O,183,head
1732985052,R,50,head
1732985052,EB,50,node17
1732985052,EB,50,node27
1732985079,EE,113,node28
1732985080,EE,78,node30
1732985081,O,113,head
1732985081,R,132,head
1732985081,EE,78,node31
1732985081,EB,132,node28
1732985082,O,78,head
1732985082,R,79,head
1732985082,EB,79,node30
1732985082,EB,79,node31
1732985137,EE,111,node29
1732985138,O,111,head
1732985138,R,133,head
1732985138,EB,133,node29
1732985169,EE,47,node0
1732985169,EE,47,node9
1732985169,EE,47,node5
1732985169,EE,47,node21
1732985169,EE,47,node1
1732985169,EE,47,node22
1732985169,EE,47,node4
1732985169,EE,47,node2
1732985170,EE,47,node20
1732985170,EE,47,node3
1732985170,EE,47,node8
1732985170,EE,47,node23
1732985170,EE,47,node12
1732985170,EE,47,node13
1732985171,O,47,head
1732985171,R,51,head
1732985171,R,52,head
1732985171,EB,51,node0
1732985171,EB,52,node8
1732985171,EB,51,node3
1732985171,EB,51,node4
1732985171,EB,52,node21
1732985171,EB,51,node5
1732985171,EB,52,node13
1732985171,EB,51,node2
1732985171,EB,52,node23
1732985171,EB,52,node22
1732985171,EB,51,node6
1732985171,EB,52,node9
1732985171,EB,52,node12
1732985171,EB,51,node7
1732985420,EE,52,node8
1732985421,EE,52,node12
1732985421,EE,52,node21
1732985421,EE,52,node13
1732985421,EE,52,node20
1732985421,EE,52,node9
1732985422,O,52,head
1732985422,R,54,head
1732985422,R,60,head
1732985422,EB,54,node8
1732985422,EB,60,node20
1732985422,EB,54,node9
1732985422,EB,54,node12
1732985422,EB,54,node13
1732985422,EB,60,node23
1732985422,EB,60,node21
1732985422,EB,60,node22
1732985451,EE,132,node28
1732985452,O,132,head
1732985452,R,140,head
1732985452,EB,140,node28
1732985504,EE,133,node29
1732985506,O,133,head
1732985506,R,144,head
1732985506,EB,144,node29
1732985551,EE,50,node17
1732985551,EE,50,node19
1732985552,O,50,head
1732985552,R,158,head
1732985552,R,197,head
1732985552,R,220,head
1732985552,EB,158,node27
1732985552,EB,197,node17
1732985552,EB,220,node19
1732985552,EB,197,node18
1732985553,EE,48,node10
1732985553,EE,48,node14
1732985553,EE,48,node11
1732985553,EE,48,node25
1732985553,EE,48,node16
1732985553,EE,48,node15
1732985554,O,48,head
1732985554,R,55,head
1732985554,EB,55,node10
1732985554,EB,55,node14
1732985554,EB,55,node15
1732985554,EB,55,node24
1732985554,EB,55,node16
1732985554,EB,55,node11
1732985603,EE,197,node17
1732985603,EE,197,node18
1732985604,O,197,head
1732985604,R,242,head
1732985604,EB,242,node17
1732985604,EB,242,node18
1732985607,EE,220,node19
1732985608,O,220,head
1732985608,R,243,head
1732985608,EB,243,node19
1732985617,EE,79,node30
1732985618,EE,79,node31
1732985619,O,79,head
1732985619,R,159,head
1732985619,R,253,head
1732985619,EB,159,node31
1732985619,EB,253,node30
1732985655,EE,242,node17
1732985655,EE,242,node18
1732985656,O,242,head
1732985663,EE,243,node19
1732985664,O,243,head
1732985669,EE,253,node30
1732985670,O,253,head
1732985670,R,175,head
1732985670,EB,175,node17
1732985671,EB,175,node30
1732985671,EB,175,node18
1732985671,EB,175,node19
1732985678,EE,51,node0
1732985678,EE,51,node5
1732985678,EE,51,node3
