1693630133,Q,1
1693630133,R,1
1693630135,Q,2
1693683047,E,1
1693683047,R,2
1693769599,E,2
1703736155,Q,3
1703736155,R,3
1703736613,E,3
1703818896,Q,4
1703818896,R,4
1703818899,Q,5
1703818899,R,5
1703818901,Q,6
1703818901,R,6
1703818903,Q,7
1703818903,R,7
1703819305,E,6
1703819335,E,7
1703819355,E,5
1703819356,E,4
1703860400,Q,8
1703860400,R,8
1703868150,E,8
1703882275,Q,9
1703882275,R,9
1703883480,E,9
1703887570,Q,10
1703887570,R,10
1703887571,Q,11
1703887571,R,11
1703887573,Q,12
1703887573,R,12
1703887574,Q,13
1703887574,R,13
1703887575,Q,14
1703887575,R,14
1703887576,Q,15
1703887576,R,15
1703899201,Q,16
1703899201,R,16
1703901325,Q,17
1703901325,R,17
1703913903,Q,18
1703913903,R,18
1703916077,E,16
1703918050,Q,19
1703918050,R,19
1703918105,Q,20
1703918105,R,20
1703918535,Q,21
1703918535,R,21
1703924631,Q,22
1703924631,R,22
1703924692,E,22
1703931910,Q,23
1703931910,R,23
1703931925,E,23
1703932188,Q,24
1703932188,R,24
1703932202,E,24
1703933347,Q,25
1703933347,R,25
1703933595,E,25
1703938295,Q,26
1703938295,R,26
1703940366,Q,27
1703940366,R,27
1703940495,E,27
1703943208,Q,28
1703943208,Q,29
1703943208,R,28
1703943208,R,29
1703943221,Q,30
1703943221,R,30
1703943222,Q,31
1703943222,Q,33
1703943222,Q,32
1703943222,R,31
1703943222,R,33
1703943222,R,32
1703943251,Q,36
1703943251,Q,35
1703943251,Q,34
1703943251,R,36
1703943251,R,35
1703943251,R,34
1703943271,Q,38
1703943271,Q,39
1703943271,Q,37
1703943271,R,38
1703943271,R,39
1703943271,R,37
1703943298,Q,42
1703943298,Q,41
1703943298,Q,40
1703943298,R,42
1703943298,R,41
1703943298,R,40
1703943299,Q,43
1703943311,Q,45
1703943311,Q,44
1703943312,Q,47
1703943312,Q,46
1703943322,Q,51
1703943322,Q,50
1703943322,Q,49
1703943322,Q,48
1703943332,Q,53
1703943332,Q,52
1703943333,Q,55
1703943333,Q,54
1703943348,Q,56
1703943349,Q,57
1703943379,Q,61
1703943379,Q,60
1703943379,Q,59
1703943379,Q,58
1703943386,Q,63
1703943386,Q,62
1703943394,Q,67
1703943394,Q,66
1703943394,Q,65
1703943394,Q,64
1703943397,Q,68
1703943398,Q,71
1703943398,Q,70
1703943398,Q,69
1703943401,Q,75
1703943401,Q,74
1703943401,Q,73
1703943401,Q,72
1703943404,Q,78
1703943404,Q,77
1703943404,Q,76
1703944317,Q,79
1703944317,R,79
1703944321,Q,80
1703944321,R,80
1703944342,Q,81
1703944342,R,81
1703944345,Q,82
1703944345,R,82
1703946634,E,34
1703946634,R,43
1703946656,E,41
1703946656,R,45
1703960718,Q,83
1703960718,R,83
1703960790,Q,84
1703960790,R,84
1703960858,Q,85
