9,1732981095,0,63,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1732981065,0,152,2,-1,-1,2,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1732981055,0,166,2,-1,-1,2,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1732981080,0,158,2,-1,-1,2,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,1732981155,66,183,2,-1,-1,2,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1732981060,0,377,8,-1,-1,8,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,1732981295,109,52,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,1732981110,0,375,2,-1,-1,2,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,1732981115,102,273,2,-1,-1,2,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1732981130,360,51,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,1732981090,0,532,2,-1,-1,2,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,1732981085,0,548,8,-1,-1,8,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1732981100,58,521,4,-1,-1,4,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
74,1732981420,213,51,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,1732981541,81,63,1,-1,-1,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,1732981240,393,58,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,1732981165,376,168,1,-1,-1,1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,1732981315,227,168,1,-1,-1,1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1732981120,118,507,2,-1,-1,2,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,1732981135,575,52,16,-1,-1,16,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1732981070,0,729,1,-1,-1,1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
136,1732981731,31,60,1,-1,-1,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1732981075,0,792,1,-1,-1,1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
134,1732981721,101,58,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
104,1732981571,191,161,1,-1,-1,1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,1732981781,99,53,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,1732981125,331,749,2,-1,-1,2,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,1732981145,788,295,4,-1,-1,4,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1732981105,332,824,8,-1,-1,8,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,1732981160,381,844,2,-1,-1,2,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,1732981140,622,762,16,-1,-1,16,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1732981185,1076,273,4,-1,-1,4,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,1732981591,943,51,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,1732981170,1091,359,4,-1,-1,4,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
119,1732981646,939,62,4,-1,-1,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,1732981235,1151,276,2,-1,-1,2,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
148,1732981791,829,57,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
155,1732981826,794,60,2,-1,-1,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,1732981275,953,499,1,-1,-1,1,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,1732981180,1344,300,8,-1,-1,8,300,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,1732981230,998,596,1,-1,-1,1,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,1732981175,1349,486,8,-1,-1,8,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,1732981335,1392,379,1,-1,-1,1,420,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,1732981150,1078,888,4,-1,-1,4,900,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,1732981330,1332,484,2,-1,-1,2,600,-1,-1,-1,-1,-1,-1,-1,-1,-1
